episode,reward,steps,success,epsilon
1,-145.19999999999936,500,0,0.995
2,-133.9999999999994,500,0,0.990025
3,-126.79999999999919,500,0,0.985074875
4,-120.79999999999926,500,0,0.9801495006250001
5,-127.99999999999949,500,0,0.9752487531218751
6,-154.79999999999956,500,0,0.9703725093562657
7,-119.99999999999946,500,0,0.9655206468094844
8,-114.39999999999912,500,0,0.960693043575437
9,-127.99999999999939,500,0,0.9558895783575597
10,-105.79999999999953,407,1,0.9511101304657719
11,-145.19999999999928,500,0,0.946354579813443
12,-117.99999999999932,500,0,0.9416228069143757
13,-113.99999999999932,500,0,0.9369146928798039
14,-117.99999999999949,500,0,0.9322301194154049
15,-138.3999999999996,500,0,0.9275689688183278
16,-120.39999999999934,500,0,0.9229311239742362
17,-119.19999999999911,500,0,0.918316468354365
18,-126.39999999999925,500,0,0.9137248860125932
19,-131.99999999999937,500,0,0.9091562615825302
20,-112.79999999999927,500,0,0.9046104802746175
21,-135.1999999999994,500,0,0.9000874278732445
22,-111.19999999999928,500,0,0.8955869907338783
23,-106.39999999999944,500,0,0.8911090557802088
24,-107.19999999999965,500,0,0.8866535105013078
25,-109.59999999999926,500,0,0.8822202429488013
26,-123.59999999999894,500,0,0.8778091417340573
27,-98.79999999999951,500,0,0.8734200960253871
28,-105.59999999999954,500,0,0.8690529955452602
29,-111.19999999999925,500,0,0.8647077305675338
30,-129.99999999999872,500,0,0.8603841919146962
31,-116.79999999999939,500,0,0.8560822709551227
32,-106.39999999999932,500,0,0.851801859600347
33,-104.39999999999945,500,0,0.8475428503023453
34,-113.99999999999916,500,0,0.8433051360508336
35,-113.99999999999926,500,0,0.8390886103705794
36,-111.19999999999932,500,0,0.8348931673187264
37,-110.39999999999914,500,0,0.8307187014821328
38,-98.79999999999947,500,0,0.8265651079747222
39,-106.39999999999955,500,0,0.8224322824348486
40,-99.5999999999994,500,0,0.8183201210226743
41,-114.39999999999944,500,0,0.8142285204175609
42,-103.59999999999948,500,0,0.810157377815473
43,-101.59999999999953,500,0,0.8061065909263957
44,-99.19999999999962,500,0,0.8020760579717637
45,-93.59999999999961,500,0,0.798065677681905
46,-97.9999999999996,500,0,0.7940753492934954
47,-97.59999999999945,500,0,0.7901049725470279
48,-116.7999999999992,500,0,0.7861544476842928
49,-91.59999999999955,500,0,0.7822236754458713
50,-97.99999999999949,500,0,0.778312557068642
51,-99.19999999999943,500,0,0.7744209942832988
52,-91.19999999999962,500,0,0.7705488893118823
53,-106.39999999999938,500,0,0.7666961448653229
54,-94.7999999999995,500,0,0.7628626641409962
55,-101.99999999999953,500,0,0.7590483508202912
