episode,reward,steps,success
1,-135.99999999999923,500,0
2,-139.59999999999908,500,0
3,-117.99999999999949,500,0
4,-74.9999999999999,335,1
5,-113.99999999999916,500,0
6,-139.59999999999943,500,0
7,-113.79999999999922,487,1
8,-133.99999999999918,500,0
9,-122.79999999999941,500,0
10,-120.39999999999927,500,0
11,-47.600000000000094,205,1
12,-127.99999999999937,500,0
13,-78.59999999999992,359,1
14,-78.59999999999991,351,1
15,-108.79999999999961,500,0
16,-125.99999999999922,500,0
17,-48.80000000000018,257,1
18,-73.19999999999993,317,1
19,-108.79999999999924,500,0
20,-109.99999999999932,500,0
21,-112.39999999999935,500,0
22,-107.19999999999928,500,0
23,-95.99999999999952,461,1
24,-68.30000000000003,368,1
25,-67.89999999999992,352,1
26,-110.39999999999912,500,0
27,-105.19999999999948,500,0
28,-114.79999999999947,500,0
29,-71.29999999999998,378,1
30,-54.70000000000016,264,1
31,-119.59999999999947,500,0
32,-93.89999999999964,420,1
33,-23.300000000000075,146,1
34,-35.60000000000007,193,1
35,-98.79999999999936,500,0
36,-107.59999999999928,500,0
37,-60.89999999999998,334,1
38,-37.50000000000016,236,1
39,-27.10000000000005,164,1
40,-54.90000000000022,310,1
41,-99.99999999999952,500,0
42,-99.19999999999958,500,0
43,-54.10000000000019,286,1
44,-92.3999999999994,500,0
45,-78.49999999999979,418,1
46,-38.300000000000146,236,1
47,-59.40000000000012,331,1
48,-27.400000000000034,123,1
49,-45.00000000000012,227,1
50,-58.70000000000002,264,1
51,-29.80000000000011,203,1
52,-28.40000000000004,165,1
53,-43.60000000000023,281,1
54,-8.79999999999999,89,1
55,-42.900000000000105,242,1
56,-2.199999999999992,63,1
57,-26.20000000000008,171,1
58,-13.00000000000001,87,1
59,-5.999999999999989,73,1
60,-15.800000000000008,103,1
61,-61.50000000000006,324,1
62,-28.40000000000009,185,1
63,-23.000000000000043,151,1
64,-16.600000000000037,139,1
65,-56.10000000000022,302,1
66,-14.400000000000002,97,1
67,-52.80000000000023,317,1
68,-31.400000000000126,215,1
69,-90.79999999999951,500,0
70,-44.40000000000014,261,1
71,-26.600000000000065,179,1
72,-29.900000000000077,204,1
73,-34.40000000000013,233,1
74,-33.20000000000008,189,1
75,-3.5999999999999925,57,1
76,-25.000000000000043,155,1
77,-10.20000000000001,111,1
78,-14.000000000000021,113,1
79,-35.000000000000114,203,1
80,-12.100000000000009,106,1
81,-4.499999999999986,66,1
82,-44.00000000000017,249,1
83,-14.000000000000007,129,1
84,-35.000000000000135,227,1
85,-8.59999999999999,99,1
86,-13.299999999999997,110,1
87,-66.80000000000004,301,1
88,-11.600000000000016,101,1
89,-27.20000000000003,161,1
90,-22.20000000000003,139,1
91,-13.300000000000018,130,1
92,-0.49999999999999467,46,1
93,-13.700000000000017,106,1
94,-2.2999999999999936,60,1
95,-6.699999999999989,80,1
96,-18.700000000000056,164,1
97,-10.40000000000001,85,1
98,-37.1000000000001,200,1
99,-63.3,310,1
100,-18.10000000000006,118,1
101,-18.400000000000052,141,1
102,-18.90000000000007,138,1
103,-9.5,84,1
104,-19.600000000000026,125,1
105,-18.200000000000067,147,1
106,-5.199999999999983,77,1
107,-0.19999999999999396,55,1
108,-13.500000000000039,108,1
109,-2.6999999999999886,72,1
110,-16.800000000000043,113,1
111,-15.40000000000003,127,1
112,-29.300000000000082,158,1
113,-12.700000000000031,92,1
114,-29.50000000000007,180,1
115,-3.999999999999986,77,1
116,-21.80000000000004,123,1
117,-43.000000000000064,175,1
118,-5.699999999999989,86,1
119,-8.399999999999999,93,1
120,-11.699999999999996,98,1
121,-23.400000000000063,159,1
122,-23.600000000000044,133,1
123,-3.4999999999999893,72,1
124,-42.90000000000013,222,1
125,-9.799999999999997,95,1
126,-6.79999999999999,77,1
127,-7.9999999999999964,73,1
128,-10.799999999999997,101,1
129,0.20000000000000462,51,1
130,-5.799999999999988,75,1
131,-12.000000000000014,85,1
132,-4.999999999999988,71,1
133,-8.600000000000005,83,1
134,-19.200000000000017,121,1
135,-6.79999999999999,73,1
136,-0.19999999999999396,47,1
137,-2.0999999999999925,62,1
138,-0.09999999999999254,50,1
139,-12.600000000000009,107,1
140,-4.599999999999989,75,1
