episode,reward,steps,success,epsilon
1,-132.7999999999993,500,0,0.995
2,-127.19999999999942,500,0,0.990025
3,-126.79999999999919,500,0,0.985074875
4,-35.200000000000145,213,1,0.9801495006250001
5,-118.39999999999922,500,0,0.9752487531218751
6,-117.19999999999925,500,0,0.9703725093562657
7,-137.1999999999993,500,0,0.9655206468094844
8,-124.39999999999908,500,0,0.960693043575437
9,-115.99999999999919,500,0,0.9558895783575597
10,-144.39999999999938,500,0,0.9511101304657719
11,-127.19999999999939,500,0,0.946354579813443
12,-130.79999999999913,500,0,0.9416228069143757
13,-130.79999999999913,500,0,0.9369146928798039
14,-130.7999999999993,500,0,0.9322301194154049
15,-123.19999999999949,500,0,0.9275689688183278
16,-137.19999999999945,500,0,0.9229311239742362
17,-89.6999999999996,450,1,0.918316468354365
18,-117.19999999999939,500,0,0.9137248860125932
19,-125.99999999999932,500,0,0.9091562615825302
20,-122.39999999999941,500,0,0.9046104802746175
21,-117.59999999999943,500,0,0.9000874278732445
22,-122.39999999999955,500,0,0.8955869907338783
23,-90.0999999999998,378,1,0.8911090557802088
24,-110.79999999999936,500,0,0.8866535105013078
25,-115.59999999999958,500,0,0.8822202429488013
26,-98.89999999999957,442,1,0.8778091417340573
27,-125.19999999999919,500,0,0.8734200960253871
28,-92.49999999999963,442,1,0.8690529955452602
29,-109.59999999999923,500,0,0.8647077305675338
30,-121.19999999999925,500,0,0.8603841919146962
31,-44.30000000000013,240,1,0.8560822709551227
32,-55.20000000000017,293,1,0.851801859600347
33,-107.19999999999916,500,0,0.8475428503023453
34,-103.19999999999949,500,0,0.8433051360508336
35,-13.40000000000002,103,1,0.8390886103705794
36,-45.70000000000017,262,1,0.8348931673187264
37,-102.4999999999995,474,1,0.8307187014821328
38,-34.40000000000012,193,1,0.8265651079747222
39,-112.79999999999939,500,0,0.8224322824348486
40,-64.49999999999991,346,1,0.8183201210226743
41,-33.10000000000013,216,1,0.8142285204175609
42,-36.20000000000016,223,1,0.810157377815473
43,-80.29999999999971,376,1,0.8061065909263957
44,-26.000000000000092,173,1,0.8020760579717637
45,-27.800000000000075,175,1,0.798065677681905
46,-72.89999999999995,422,1,0.7940753492934954
47,-20.10000000000005,142,1,0.7901049725470279
48,-9.600000000000016,93,1,0.7861544476842928
49,-25.700000000000088,158,1,0.7822236754458713
50,-15.300000000000018,102,1,0.778312557068642
51,-18.600000000000044,119,1,0.7744209942832988
52,-8.499999999999993,90,1,0.7705488893118823
53,-27.700000000000088,158,1,0.7666961448653229
54,-8.500000000000007,98,1,0.7628626641409962
55,-6.599999999999987,71,1,0.7590483508202912
56,-4.999999999999989,71,1,0.7552531090661897
57,-11.400000000000013,95,1,0.7514768435208588
58,-10.799999999999997,89,1,0.7477194593032545
59,-1.0999999999999925,56,1,0.7439808620067382
60,-6.599999999999987,75,1,0.7402609576967045
61,-12.400000000000013,113,1,0.736559652908221
62,-5.099999999999987,68,1,0.7328768546436799
63,-3.699999999999987,70,1,0.7292124703704616
64,1.3000000000000078,52,1,0.7255664080186093
65,-11.900000000000016,100,1,0.7219385759785162
66,1.2000000000000028,41,1,0.7183288830986236
67,-8.800000000000011,89,1,0.7147372386831305
68,-11.500000000000007,116,1,0.7111635524897149
69,1.100000000000005,46,1,0.7076077347272662
70,-6.399999999999984,77,1,0.7040696960536299
71,-6.999999999999993,67,1,0.7005493475733617
72,-7.699999999999985,90,1,0.697046600835495
73,2.300000000000005,38,1,0.6935613678313175
74,-20.20000000000004,123,1,0.6900935609921609
75,-5.899999999999984,80,1,0.6866430931872001
76,-8.900000000000002,90,1,0.6832098777212641
77,-4.899999999999986,74,1,0.6797938283326578
78,-8.099999999999994,90,1,0.6763948591909945
79,-2.5999999999999908,63,1,0.6730128848950395
80,0.7000000000000082,50,1,0.6696478204705644
81,0.30000000000000426,54,1,0.6662995813682115
82,-8.899999999999995,102,1,0.6629680834613705
83,-9.7,90,1,0.6596532430440636
84,-9.400000000000013,87,1,0.6563549768288433
85,0.6000000000000014,43,1,0.653073201944699
86,-3.9999999999999876,77,1,0.6498078359349755
87,-2.6999999999999886,68,1,0.6465587967553006
88,-1.699999999999985,70,1,0.6433260027715241
89,-10.600000000000005,107,1,0.6401093727576664
90,-6.999999999999993,71,1,0.6369088258938781
91,-1.0999999999999908,56,1,0.6337242817644086
92,-0.9999999999999911,59,1,0.6305556603555866
93,3.3000000000000034,36,1,0.6274028820538087
94,-9.199999999999992,85,1,0.6242658676435396
95,-5.299999999999983,86,1,0.6211445383053219
96,-6.1999999999999815,83,1,0.6180388156137953
97,-14.500000000000007,102,1,0.6149486215357263
98,-5.899999999999986,84,1,0.6118738784280476
99,-8.899999999999991,86,1,0.6088145090359074
100,-1.399999999999988,59,1,0.6057704364907278
101,-12.000000000000021,89,1,0.6027415843082742
102,2.100000000000005,40,1,0.5997278763867329
103,0.30000000000001137,62,1,0.5967292370047992
104,-1.6999999999999922,66,1,0.5937455908197752
105,-13.400000000000013,115,1,0.5907768628656763
106,-2.0999999999999908,66,1,0.5878229785513479
107,-8.199999999999989,87,1,0.5848838636585911
108,-5.799999999999988,63,1,0.5819594443402982
109,-24.70000000000003,140,1,0.5790496471185967
110,-3.899999999999988,68,1,0.5761543988830038
111,-12.699999999999992,96,1,0.5732736268885887
112,-7.29999999999999,78,1,0.5704072587541458
113,-3.6999999999999904,70,1,0.567555222460375
114,2.100000000000004,44,1,0.5647174463480732
115,1.800000000000006,51,1,0.5618938591163328
116,-2.299999999999992,56,1,0.5590843898207511
117,-1.2999999999999847,74,1,0.5562889678716474
118,-0.19999999999999574,51,1,0.5535075230322891
119,-7.09999999999998,100,1,0.5507399854171277
120,-4.399999999999979,93,1,0.547986285490042
121,-15.60000000000003,141,1,0.5452463540625918
122,-15.500000000000043,144,1,0.5425201222922789
123,-21.100000000000072,164,1,0.5398075216808175
124,-67.99999999999987,429,1,0.5371084840724134
125,-8.000000000000007,97,1,0.5344229416520513
126,-3.499999999999984,80,1,0.531750826943791
127,-14.70000000000002,124,1,0.5290920728090721
128,-6.2999999999999865,92,1,0.5264466124450268
129,-10.50000000000001,98,1,0.5238143793828016
130,-5.4999999999999805,100,1,0.5211953074858876
131,3.2000000000000046,41,1,0.5185893309484582
132,-8.399999999999995,113,1,0.5159963842937159
133,-8.100000000000009,90,1,0.5134164023722473
134,-8.499999999999993,86,1,0.510849320360386
135,-0.5999999999999908,59,1,0.5082950737585841
136,-4.799999999999985,81,1,0.5057535983897912
137,0.4000000000000057,49,1,0.5032248303978422
138,-5.199999999999987,77,1,0.500708706245853
139,1.800000000000006,47,1,0.4982051627146237
140,3.400000000000004,43,1,0.49571413690105054
141,2.2000000000000046,35,1,0.4932355662165453
