episode,reward,steps,success
1,-147.19999999999933,500,0
2,-130.79999999999916,500,0
3,-122.79999999999933,500,0
4,-129.59999999999928,500,0
5,-39.30000000000008,190,1
6,-125.59999999999938,500,0
7,-124.79999999999912,500,0
8,-136.39999999999927,500,0
9,-125.19999999999945,500,0
10,-137.1999999999994,500,0
11,-121.59999999999927,500,0
12,-140.39999999999918,500,0
13,-129.19999999999945,500,0
14,-143.99999999999937,500,0
15,-133.99999999999935,500,0
16,-145.19999999999925,500,0
17,-150.39999999999918,500,0
18,-142.39999999999938,500,0
19,-147.9999999999994,500,0
20,-135.59999999999937,500,0
21,-146.79999999999941,500,0
22,-129.99999999999926,500,0
23,-162.3999999999991,500,0
24,-170.79999999999947,500,0
25,-170.79999999999933,500,0
26,-159.99999999999932,500,0
27,-155.59999999999926,500,0
28,-144.79999999999944,500,0
29,-148.39999999999972,500,0
30,-157.5999999999995,500,0
31,-163.19999999999933,500,0
32,-150.79999999999953,500,0
33,-136.79999999999947,500,0
34,-131.1999999999993,500,0
35,-143.19999999999956,500,0
36,-149.1999999999992,500,0
37,-133.19999999999953,500,0
38,-33.40000000000009,179,1
39,-151.99999999999912,500,0
40,-144.79999999999936,500,0
41,-132.3999999999991,500,0
42,-152.39999999999932,500,0
43,-138.79999999999941,500,0
44,-141.19999999999942,500,0
45,-42.40000000000006,173,1
46,-137.19999999999922,500,0
47,-129.19999999999948,500,0
48,-108.89999999999957,466,1
49,-119.1999999999995,500,0
50,-135.99999999999892,500,0
51,-124.39999999999938,500,0
52,-119.99999999999957,500,0
53,-151.9999999999992,500,0
54,-130.7999999999993,500,0
55,-139.19999999999962,500,0
56,-120.79999999999923,500,0
57,-137.19999999999933,500,0
58,-107.99999999999952,500,0
59,-99.8999999999997,416,1
60,-57.30000000000011,306,1
61,-73.89999999999986,336,1
62,-114.39999999999945,500,0
63,-144.79999999999936,500,0
64,-104.49999999999928,462,1
65,-119.99999999999935,500,0
66,-127.5999999999992,500,0
67,-64.59999999999991,303,1
68,-101.19999999999945,449,1
69,-132.39999999999938,500,0
70,-112.59999999999934,495,1
71,-131.19999999999948,500,0
72,-125.59999999999947,500,0
73,-56.90000000000015,270,1
74,-113.19999999999928,500,0
75,-121.19999999999933,500,0
76,-97.59999999999948,441,1
77,-109.59999999999934,500,0
78,-111.59999999999917,500,0
79,-89.09999999999978,412,1
80,-99.49999999999972,392,1
81,-124.39999999999944,500,0
82,-122.79999999999933,500,0
83,-119.99999999999945,500,0
84,-132.79999999999936,500,0
85,-121.99999999999929,500,0
86,-135.99999999999932,500,0
87,-135.19999999999933,500,0
88,-115.59999999999931,500,0
89,-125.99999999999925,500,0
90,-137.19999999999936,500,0
91,-113.59999999999924,500,0
92,-119.99999999999946,500,0
93,-58.400000000000176,269,1
94,-139.5999999999992,500,0
95,-122.39999999999938,500,0
96,-128.39999999999924,500,0
97,-122.7999999999993,500,0
98,-46.80000000000014,237,1
99,-118.79999999999944,500,0
100,-123.59999999999937,500,0
101,-94.09999999999965,410,1
102,-102.09999999999947,430,1
103,-119.99999999999943,500,0
104,-120.39999999999921,500,0
105,-127.59999999999914,500,0
106,-136.3999999999995,500,0
107,-101.89999999999951,472,1
108,-49.80000000000013,231,1
109,-92.89999999999978,386,1
110,-137.5999999999994,500,0
111,-26.800000000000068,157,1
112,-86.29999999999978,400,1
113,-126.79999999999917,500,0
114,-113.49999999999923,496,1
115,-23.40000000000007,143,1
116,-110.39999999999924,500,0
117,-71.70000000000003,310,1
118,-30.20000000000011,175,1
119,-111.19999999999936,500,0
120,-43.3000000000001,186,1
121,-123.59999999999927,500,0
122,-80.69999999999985,368,1
123,-124.39999999999935,500,0
124,-91.79999999999964,399,1
125,-80.69999999999993,336,1
126,-126.39999999999922,500,0
127,-82.39999999999993,357,1
128,-130.39999999999924,500,0
129,-132.3999999999992,500,0
130,-50.80000000000015,261,1
131,-77.29999999999978,362,1
132,-50.80000000000016,249,1
133,-143.59999999999945,500,0
134,-118.79999999999927,500,0
135,-82.19999999999979,375,1
136,-119.99999999999928,500,0
137,-109.59999999999923,500,0
138,-109.09999999999917,484,1
139,-140.7999999999993,500,0
140,-119.59999999999903,500,0
141,-121.19999999999905,500,0
142,-90.39999999999961,437,1
143,-122.39999999999941,500,0
144,-58.60000000000002,275,1
145,-93.79999999999964,435,1
146,-97.09999999999955,408,1
147,-125.59999999999948,500,0
148,-117.59999999999918,500,0
149,-114.39999999999937,500,0
150,-63.89999999999999,316,1
151,-119.39999999999927,459,1
152,-69.49999999999997,324,1
153,-65.19999999999989,309,1
154,-111.7999999999993,451,1
155,-106.29999999999956,456,1
156,-120.7999999999995,500,0
157,-109.59999999999934,500,0
158,-70.7999999999999,329,1
159,-110.79999999999957,500,0
160,-128.79999999999933,500,0
161,-91.09999999999977,428,1
162,-129.99999999999915,500,0
163,-138.39999999999927,500,0
164,-129.19999999999916,500,0
165,-56.8000000000001,269,1
166,-122.79999999999926,500,0
167,-135.19999999999908,500,0
168,-75.99999999999969,373,1
169,-113.19999999999936,500,0
170,-115.1999999999995,500,0
171,-115.19999999999926,500,0
172,-49.90000000000015,252,1
173,-95.8999999999993,464,1
174,-67.69999999999987,346,1
175,-63.59999999999995,333,1
176,-24.800000000000082,157,1
177,-66.99999999999994,299,1
178,-57.400000000000176,311,1
179,-123.5999999999991,500,0
180,-89.09999999999953,420,1
181,-96.79999999999953,433,1
182,-94.29999999999963,428,1
183,-125.59999999999945,500,0
184,-90.29999999999949,424,1
185,-113.59999999999917,500,0
186,-34.300000000000104,192,1
187,-87.99999999999946,441,1
188,-85.99999999999967,381,1
189,-74.79999999999959,361,1
190,-119.99999999999926,500,0
191,-34.20000000000013,219,1
192,-100.69999999999943,460,1
193,-39.800000000000146,215,1
194,-100.99999999999946,443,1
195,-137.19999999999922,500,0
196,-77.59999999999974,325,1
197,-127.99999999999919,500,0
198,-67.20000000000002,361,1
199,-131.19999999999933,500,0
200,-58.40000000000005,277,1
201,-43.50000000000019,248,1
202,-108.39999999999914,500,0
203,-55.50000000000023,328,1
204,-84.2999999999997,404,1
205,-60.700000000000045,300,1
206,-112.3999999999995,500,0
207,-105.99999999999933,500,0
208,-124.79999999999912,500,0
209,-43.90000000000014,216,1
210,-81.69999999999953,418,1
211,-81.09999999999962,344,1
212,-113.19999999999922,500,0
213,-117.99999999999895,500,0
214,-141.59999999999914,500,0
215,-75.1999999999996,373,1
216,-46.90000000000017,242,1
217,-77.89999999999978,380,1
218,-47.500000000000185,272,1
219,-35.90000000000014,212,1
220,-18.60000000000005,127,1
221,-10.299999999999994,88,1
222,-112.89999999999908,474,1
223,-24.100000000000072,158,1
224,-77.69999999999976,370,1
225,-105.5999999999995,500,0
226,-85.49999999999955,436,1
227,-76.99999999999964,359,1
228,-127.59999999999914,500,0
229,-64.59999999999988,307,1
230,-25.900000000000055,140,1
231,-55.500000000000156,268,1
232,-34.40000000000011,205,1
233,-21.600000000000065,129,1
234,-34.50000000000007,170,1
235,-81.6999999999996,382,1
236,-82.29999999999976,348,1
237,-99.09999999999934,484,1
238,-45.60000000000014,217,1
239,-53.70000000000019,274,1
240,-81.89999999999972,352,1
241,-102.89999999999941,478,1
242,-43.20000000000011,193,1
243,-40.500000000000185,242,1
244,-102.49999999999937,386,1
245,-67.1999999999999,281,1
246,-82.8999999999996,406,1
247,-58.900000000000134,286,1
248,-117.19999999999928,500,0
249,-37.100000000000115,196,1
250,-41.800000000000146,211,1
251,-45.70000000000016,234,1
252,-25.6000000000001,169,1
253,-59.200000000000045,289,1
254,-17.100000000000023,112,1
255,-26.6000000000001,163,1
256,-47.00000000000017,247,1
257,-49.30000000000016,254,1
258,-49.70000000000022,282,1
259,-9.300000000000008,94,1
260,-33.9000000000001,168,1
261,-39.70000000000013,222,1
262,-55.30000000000014,242,1
263,-25.800000000000082,143,1
264,-24.70000000000011,148,1
265,-38.40000000000011,201,1
266,-55.10000000000022,324,1
267,-35.700000000000095,178,1
268,-42.700000000000074,192,1
269,-37.30000000000011,182,1
270,-54.10000000000019,274,1
271,-33.60000000000013,193,1
272,-31.40000000000009,175,1
273,-71.39999999999986,347,1
274,-85.3999999999996,363,1
275,-37.50000000000015,200,1
276,-40.30000000000007,192,1
277,-17.400000000000063,115,1
278,-46.30000000000008,200,1
279,-29.60000000000008,153,1
280,-17.700000000000074,118,1
281,-34.500000000000085,182,1
282,-33.40000000000008,147,1
283,-33.30000000000011,186,1
284,-55.300000000000125,246,1
285,-21.300000000000086,150,1
286,-36.100000000000094,162,1
287,-48.80000000000017,233,1
288,-78.39999999999968,313,1
