episode,reward,steps,success
1,-992.9000000000162,2000,0
2,-726.1000000000101,1521,1
3,-744.8000000000126,1762,1
4,-340.2000000000022,911,1
5,-365.3000000000012,838,1
6,-853.4000000000183,2000,0
7,-331.10000000000235,874,1
8,-823.7000000000193,2000,0
9,-643.5000000000098,1451,1
10,-823.7000000000182,2000,0
11,-791.5000000000153,1842,1
12,-828.2000000000191,2000,0
13,-223.2999999999982,651,1
14,-442.40000000000583,1051,1
15,-300.7999999999992,814,1
16,-102.49999999999947,298,1
17,-208.39999999999844,574,1
18,-176.6999999999991,446,1
19,-181.29999999999853,519,1
20,-771.5000000000214,2000,0
21,-302.8000000000012,834,1
22,-193.7999999999984,581,1
23,-280.5999999999999,819,1
24,-172.29999999999876,519,1
25,-274.79999999999893,779,1
26,-246.79999999999802,724,1
27,-97.69999999999933,331,1
28,-201.8999999999985,527,1
29,-339.1000000000012,837,1
30,-351.8000000000022,937,1
31,-252.49999999999812,736,1
32,-232.99999999999795,658,1
33,-108.2999999999996,320,1
34,-231.29999999999768,695,1
35,-301.5000000000004,731,1
36,-218.99999999999855,536,1
37,-213.4999999999985,580,1
38,-179.19999999999885,480,1
39,-170.89999999999938,370,1
40,-99.69999999999968,297,1
41,-279.19999999999965,652,1
42,-260.39999999999867,725,1
43,-216.19999999999837,562,1
44,-119.49999999999937,306,1
45,-157.69999999999922,382,1
46,-147.09999999999923,402,1
47,-240.6999999999988,492,1
48,-53.80000000000013,162,1
49,-107.29999999999978,238,1
50,-513.7000000000048,1098,1
51,-273.89999999999895,635,1
52,-155.39999999999915,359,1
53,-81.69999999999978,243,1
54,-149.99999999999915,395,1
55,-132.59999999999943,356,1
56,-94.69999999999979,283,1
57,-275.69999999999965,626,1
58,-112.09999999999972,250,1
59,-219.39999999999873,504,1
60,-223.19999999999874,560,1
61,-205.6999999999988,484,1
62,-169.49999999999912,383,1
63,-203.09999999999906,431,1
64,-76.09999999999982,214,1
65,-145.19999999999928,374,1
66,-93.79999999999973,238,1
67,-335.70000000000323,884,1
68,-29.900000000000034,94,1
69,-401.3000000000052,982,1
70,-63.89999999999999,191,1
71,-200.89999999999833,535,1
72,-177.89999999999898,449,1
73,-108.19999999999958,247,1
74,-337.8000000000017,851,1
75,-200.29999999999862,547,1
76,-56.0000000000001,193,1
77,-364.9000000000028,852,1
78,-257.099999999999,620,1
79,-95.89999999999972,268,1
80,-88.19999999999979,236,1
81,-158.69999999999905,455,1
82,-120.3999999999998,270,1
83,-172.1999999999992,419,1
84,-151.19999999999902,407,1
85,-73.5,206,1
86,-176.99999999999892,449,1
87,-406.9000000000035,948,1
88,-716.3000000000145,1648,1
89,-283.0999999999995,682,1
90,-212.8999999999989,502,1
91,-53.80000000000011,162,1
92,-279.19999999999914,616,1
93,-345.50000000000233,829,1
94,-228.99999999999866,546,1
95,-64.9,156,1
96,-183.999999999999,456,1
97,-143.7999999999992,351,1
98,-195.0999999999988,513,1
99,-325.00000000000034,714,1
100,-389.9000000000021,904,1
101,-232.4999999999983,599,1
102,-140.99999999999946,323,1
103,-326.8000000000005,804,1
104,-226.9999999999985,580,1
105,-192.4999999999988,532,1
106,-720.2000000000145,1804,1
107,-172.8999999999992,372,1
108,-110.69999999999966,245,1
109,-546.7000000000073,1257,1
110,-225.09999999999832,588,1
111,-112.39999999999975,253,1
112,-146.89999999999904,391,1
113,-198.09999999999877,489,1
114,-137.89999999999952,301,1
115,-114.39999999999965,228,1
116,-75.29999999999987,224,1
117,-277.1999999999995,722,1
118,-181.89999999999898,480,1
119,-109.39999999999958,259,1
120,-110.49999999999955,243,1
121,-57.000000000000085,158,1
122,-131.29999999999936,289,1
123,-97.59999999999955,249,1
124,-330.1000000000005,702,1
125,-83.49999999999986,180,1
126,-104.79999999999967,276,1
127,-96.3999999999998,246,1
128,-93.9999999999998,222,1
129,-208.99999999999847,553,1
130,-268.599999999999,609,1
131,-486.60000000000673,1205,1
132,-190.499999999999,440,1
133,-158.39999999999935,371,1
134,-367.1000000000026,865,1
135,-115.19999999999928,326,1
136,-168.9999999999991,414,1
137,-217.39999999999893,493,1
138,-63.80000000000001,181,1
139,-184.3999999999989,433,1
140,-235.19999999999902,464,1
141,-115.89999999999952,315,1
142,-55.7000000000001,154,1
143,-139.59999999999926,327,1
144,-151.19999999999942,326,1
145,-300.1000000000006,663,1
146,-47.50000000000008,135,1
147,-87.59999999999982,212,1
148,-108.19999999999952,319,1
149,-191.5999999999989,460,1
150,-101.39999999999986,296,1
151,-131.6999999999994,374,1
152,-123.99999999999966,279,1
153,-140.19999999999953,324,1
154,-164.09999999999906,401,1
155,-231.39999999999893,462,1
156,-173.39999999999918,413,1
157,-261.5999999999993,548,1
158,-283.5999999999998,651,1
159,-76.19999999999995,170,1
160,-107.99999999999966,236,1
161,-178.69999999999916,367,1
162,-338.4000000000003,677,1
163,-55.10000000000011,139,1
164,-62.30000000000004,157,1
165,-165.49999999999932,379,1
166,-198.09999999999914,435,1
167,-186.59999999999917,410,1
168,-67.29999999999995,189,1
169,-210.89999999999887,500,1
170,-105.09999999999965,252,1
171,-143.29999999999916,364,1
172,-250.39999999999884,562,1
173,-33.400000000000055,102,1
174,-118.5999999999994,288,1
175,-179.999999999999,425,1
176,-83.59999999999972,172,1
177,-181.59999999999908,441,1
178,-382.7000000000032,850,1
179,-128.2999999999992,358,1
180,-281.6999999999998,659,1
181,-293.5999999999999,688,1
182,-134.49999999999926,357,1
183,-143.1999999999994,336,1
184,-181.19999999999882,491,1
185,-73.89999999999999,183,1
186,-226.1999999999989,491,1
187,-60.79999999999998,160,1
188,-32.900000000000055,115,1
189,-98.49999999999966,258,1
190,-121.59999999999945,282,1
191,-107.0999999999998,200,1
192,-52.80000000000009,152,1
193,-63.60000000000008,161,1
194,-167.399999999999,434,1
195,-54.40000000000008,159,1
196,-135.9999999999994,327,1
197,-189.1999999999989,490,1
198,-96.49999999999983,229,1
199,-39.10000000000007,114,1
200,-98.5999999999997,259,1
201,-150.09999999999943,351,1
202,-90.59999999999994,206,1
203,-82.79999999999987,191,1
204,-81.99999999999979,183,1
205,-153.89999999999935,353,1
206,-28.800000000000033,101,1
207,-167.69999999999916,383,1
208,-144.0999999999995,309,1
209,-106.19999999999955,245,1
210,-122.69999999999959,302,1
211,-96.49999999999966,256,1
212,-93.29999999999973,233,1
213,-100.39999999999986,232,1
214,-47.60000000000008,127,1
215,-155.5999999999994,325,1
216,-176.19999999999922,387,1
217,-139.89999999999907,366,1
218,-150.7999999999993,340,1
219,-163.69999999999888,406,1
220,-103.49999999999963,245,1
221,-117.89999999999964,263,1
222,-138.4999999999994,316,1
223,-102.89999999999972,275,1
224,-142.7999999999992,341,1
225,-145.2999999999992,366,1
226,-68.19999999999996,207,1
227,-68.69999999999992,167,1
228,-93.29999999999981,206,1
229,-99.29999999999956,284,1
230,-155.99999999999926,356,1
231,-158.0999999999989,395,1
232,-130.19999999999965,269,1
233,-97.99999999999957,226,1
234,-290.2000000000001,681,1
235,-172.19999999999905,419,1
236,-174.9999999999988,456,1
237,-111.29999999999968,269,1
238,-62.19999999999999,174,1
239,-35.90000000000004,82,1
240,-156.3999999999995,333,1
241,-177.19999999999894,442,1
242,-115.49999999999952,311,1
243,-151.19999999999956,326,1
244,-264.6999999999989,579,1
245,-67.19999999999987,170,1
246,-82.69999999999968,217,1
247,-121.99999999999955,331,1
248,-245.7999999999981,633,1
249,-120.5999999999996,326,1
250,-109.49999999999963,296,1
251,-82.29999999999981,222,1
252,-163.29999999999913,393,1
253,-149.3999999999989,416,1
254,-53.200000000000095,156,1
255,-85.39999999999972,235,1
256,-160.49999999999898,446,1
257,-89.39999999999972,221,1
258,-148.4999999999993,353,1
259,-177.59999999999877,473,1
260,-348.3000000000018,920,1
261,-139.49999999999932,371,1
262,-178.89999999999904,450,1
263,-95.49999999999974,237,1
264,-55.600000000000136,171,1
265,-147.69999999999914,381,1
266,-91.59999999999971,243,1
267,-96.79999999999974,241,1
268,-91.29999999999968,213,1
269,-161.19999999999914,345,1
270,-96.29999999999974,290,1
271,-61.80000000000004,152,1
272,-154.89999999999938,345,1
273,-67.70000000000005,184,1
274,-220.49999999999818,605,1
275,-74.29999999999988,223,1
276,-37.900000000000055,120,1
277,-56.000000000000114,184,1
278,-107.19999999999948,318,1
279,-54.00000000000013,164,1
280,-124.29999999999907,363,1
281,-155.79999999999896,390,1
282,-103.49999999999955,272,1
283,-131.49999999999932,318,1
284,-58.19999999999999,152,1
285,-63.500000000000014,133,1
286,-46.700000000000124,154,1
287,-536.4000000000093,1397,1
288,-77.69999999999992,212,1
289,-192.49999999999906,451,1
290,-35.80000000000005,99,1
291,-232.59999999999835,591,1
292,-155.29999999999922,358,1
293,-242.0999999999983,632,1
294,-110.59999999999938,307,1
295,-94.09999999999974,241,1
296,-82.59999999999987,198,1
297,-462.90000000000475,842,1
