episode,reward,steps,success
1,-92.59999999999972,371,1
2,-123.99999999999928,500,0
3,-166.7999999999995,500,0
4,-123.59999999999923,500,0
5,-122.39999999999921,500,0
6,-71.49999999999964,344,1
7,-119.19999999999936,500,0
8,-141.99999999999946,500,0
9,-34.200000000000095,183,1
10,-132.3999999999992,500,0
11,-116.79999999999917,500,0
12,-134.7999999999992,500,0
13,-38.400000000000105,205,1
14,-127.19999999999914,500,0
15,-117.19999999999922,500,0
16,-112.79999999999936,500,0
17,-71.59999999999998,321,1
18,-132.39999999999912,500,0
19,-53.40000000000019,279,1
20,-82.59999999999965,379,1
21,-51.10000000000017,268,1
22,-96.99999999999952,451,1
23,-101.59999999999955,500,0
24,-95.59999999999957,457,1
25,-55.900000000000205,316,1
26,-121.19999999999933,500,0
27,-57.70000000000013,270,1
28,-48.10000000000017,262,1
29,-111.99999999999939,500,0
30,-112.39999999999927,500,0
31,-49.60000000000018,273,1
32,-18.200000000000053,127,1
33,-105.99999999999916,500,0
34,-73.99999999999991,377,1
35,-102.79999999999959,500,0
36,-33.30000000000011,210,1
37,-48.40000000000018,261,1
38,-109.99999999999919,500,0
39,-46.00000000000019,261,1
40,-52.70000000000019,272,1
41,-28.0000000000001,169,1
42,-19.500000000000043,132,1
43,-58.70000000000019,300,1
44,-24.30000000000006,156,1
45,-65.20000000000013,361,1
46,-46.10000000000015,258,1
47,-61.40000000000015,343,1
48,-54.400000000000205,313,1
49,-106.3999999999995,500,0
50,-75.79999999999988,375,1
51,-57.90000000000022,352,1
52,-5.199999999999985,77,1
53,-27.200000000000074,157,1
54,-22.300000000000082,160,1
55,-14.800000000000004,105,1
56,-43.500000000000135,240,1
57,-38.900000000000134,234,1
58,-7.399999999999988,79,1
59,-35.10000000000012,208,1
60,-25.00000000000007,167,1
61,-24.500000000000036,146,1
62,-22.300000000000068,156,1
63,-11.899999999999999,96,1
64,-25.00000000000005,163,1
65,-12.00000000000001,109,1
66,-8.700000000000003,104,1
67,-16.900000000000038,146,1
68,-22.00000000000005,105,1
69,-17.900000000000055,128,1
70,-28.60000000000008,171,1
71,-38.300000000000104,192,1
72,-30.70000000000006,200,1
73,-47.60000000000016,249,1
74,-9.699999999999996,86,1
75,-20.300000000000054,148,1
76,-19.10000000000007,160,1
77,-17.30000000000003,114,1
78,-17.500000000000046,120,1
79,-15.200000000000006,97,1
80,-34.800000000000104,193,1
81,-25.300000000000104,162,1
82,-34.00000000000017,213,1
83,-19.300000000000033,122,1
84,-42.20000000000016,219,1
85,-14.700000000000014,96,1
86,-16.300000000000036,116,1
87,-5.2999999999999865,78,1
88,-21.000000000000032,103,1
89,-4.699999999999989,68,1
90,-6.499999999999979,102,1
91,-6.599999999999994,83,1
92,-4.89999999999999,58,1
93,-13.400000000000016,91,1
94,-29.100000000000065,156,1
95,-36.1000000000001,210,1
96,-14.399999999999999,109,1
97,-38.60000000000012,195,1
98,-27.600000000000044,141,1
99,-17.100000000000044,128,1
100,-30.900000000000084,182,1
101,-9.100000000000009,92,1
102,-6.699999999999989,68,1
103,-8.099999999999994,86,1
104,-8.600000000000001,83,1
105,-7.899999999999984,92,1
106,-16.100000000000016,118,1
107,-18.30000000000007,116,1
108,-9.200000000000003,81,1
109,-13.300000000000015,102,1
110,-22.400000000000055,145,1
111,-31.000000000000085,183,1
112,-9.20000000000001,105,1
113,-31.10000000000008,200,1
114,-22.200000000000053,139,1
115,-14.600000000000037,115,1
116,-14.60000000000002,107,1
117,-12.800000000000033,109,1
118,-17.30000000000004,134,1
119,-5.399999999999984,87,1
120,-9.500000000000004,80,1
121,-8.799999999999983,89,1
122,-11.400000000000016,123,1
123,-38.40000000000014,229,1
124,-12.900000000000034,130,1
125,2.8000000000000025,41,1
126,-5.999999999999986,69,1
127,-18.40000000000005,137,1
128,2.1000000000000094,52,1
129,-52.30000000000011,264,1
130,-19.800000000000054,119,1
131,-12.100000000000023,130,1
132,-1.3999999999999897,71,1
133,-3.699999999999992,58,1
134,-8.299999999999997,100,1
135,-4.999999999999991,63,1
136,-10.399999999999991,93,1
137,-14.500000000000021,94,1
138,-11.800000000000004,87,1
139,-11.300000000000004,110,1
